"","station","glatos_array","station_no","consecutive_deploy_no","intend_lat","intend_long","deploy_lat","deploy_long","recover_lat","recover_long","deploy_date_time","recover_date_time","bottom_depth","riser_length","instrument_depth","ins_model_no","glatos_ins_frequency","ins_serial_no","code_map","code_map_comment","deployed_by","comments","glatos_seasonal","glatos_project","glatos_vps","year"
"474","HAM-023","HAM","23",14,NA,NA,43.28569,-79.86764,NA,NA,2025-07-10 14:56:00,2025-10-21 13:35:00,5.4,1.5,NA,"VR2AR",69,548282,"Generation-2",NA,NA,NA,"No","HAMLO","No","2025"
"475","HAM-075","HAM","75",4,NA,NA,43.28577,-79.8707,NA,NA,2025-07-10 15:08:00,2025-10-21 13:42:00,4.3,1.5,NA,"VR2AR",69,552977,"Generation-2",NA,NA,NA,"No","HAMLO","No","2025"
"476","HAM-074","HAM","74",4,NA,NA,43.28268,-79.87783,NA,NA,2025-07-10 15:20:00,2025-10-21 14:28:00,9.4,1.5,NA,"VR2AR",69,549107,"Generation-2",NA,NA,NA,"No","HAMLO","No","2025"
"477","HAM-073","HAM","73",4,NA,NA,43.28003,-79.88284,NA,NA,2025-07-10 15:35:00,2025-10-21 14:35:00,5.4,1.5,NA,"VR2AR",69,548265,"Generation-2",NA,NA,NA,"No","HAMLO","No","2025"
"478","HAM-079","HAM","79",4,NA,NA,43.27447,-79.88546,NA,NA,2025-07-10 15:46:00,2025-10-21 14:50:00,4.5,1.5,NA,"VR2AR",69,548243,"Generation-2",NA,NA,NA,"No","HAMLO","No","2025"
"479","HAM-085","HAM","85",3,NA,NA,43.27843,-79.8619,NA,NA,2025-07-10 16:08:00,2025-10-21 13:15:00,10.4,1.5,NA,"VR2AR",69,548262,"Generation-2",NA,NA,NA,"No","HAMLO","No","2025"
"480","HAM-081","HAM","81",3,NA,NA,43.2712,-79.87804,NA,NA,2025-07-23 14:12:00,2025-10-21 14:11:00,3,1.5,NA,"VR2AR",69,548241,"Generation-2",NA,NA,NA,"No","HAMLO","No","2025"
"481","HAM-083","HAM","83",3,NA,NA,43.27432,-79.87759,NA,NA,2025-07-23 14:24:00,2025-10-21 14:17:00,8.2,1.5,NA,"VR2AR",69,552976,"Generation-2",NA,NA,NA,"No","HAMLO","No","2025"
"482","HAM-084","HAM","84",3,NA,NA,43.27551,-79.87173,NA,NA,2025-07-23 14:35:00,2025-10-21 14:02:00,9.4,1.5,NA,"VR2AR",69,549114,"Generation-2",NA,NA,NA,"No","HAMLO","No","2025"
"483","WLN-010","WLN","10",11,NA,NA,43.4168,-79.6725,NA,NA,2025-07-23 17:45:00,NA,16.4,1.5,NA,"VR2WAR",69,547996,NA,"code map not available (receiver currently deployed)","DFO",NA,"No","WLONA","No","2025"
"484","WLN-001","WLN","1",11,NA,NA,43.3306,-79.75633,NA,NA,2025-07-23 18:10:00,NA,17.4,1.5,NA,"VR2WAR",69,548253,NA,"code map not available (receiver currently deployed)","DFO",NA,"No","WLONA","No","2025"
"485","HAM-078","HAM","78",4,NA,NA,43.27774,-79.87807,NA,NA,2025-07-23 19:11:00,2025-10-21 14:22:00,9.9,1.5,NA,"VR2AR",69,552890,"Generation-2",NA,NA,NA,"No","HAMLO","No","2025"
"486","HAM-080","HAM","80",2,NA,NA,43.27191,-79.88202,NA,NA,2025-07-23 19:49:00,2025-10-21 14:55:00,4.5,1.5,NA,"VR2AR",69,552971,"Generation-2",NA,NA,NA,"No","HAMLO","No","2025"
"487","WLN-050","WLN","50",3,NA,NA,43.83455,-78.79845,NA,NA,2025-07-29 15:40:00,NA,26.6,1.5,NA,"VR2WAR",69,552974,NA,"code map not available (receiver currently deployed)","DFO",NA,"No","WLONA","No","2025"
"488","WLN-035","WLN","35",7,NA,NA,43.84834,-78.80354,NA,NA,2025-07-29 16:03:00,NA,20.9,1.5,NA,"VR2WAR",69,548267,NA,"code map not available (receiver currently deployed)","DFO",NA,"No","WLONA","No","2025"
"489","WLN-051","WLN","51",3,NA,NA,43.86043,-78.80888,NA,NA,2025-07-29 16:20:00,NA,10.1,1.5,NA,"VR2WAR",69,548254,NA,"code map not available (receiver currently deployed)","DFO",NA,"No","WLONA","No","2025"
"490","WLN-036","WLN","36",7,NA,NA,43.8789,-78.6188,NA,NA,2025-07-29 16:55:00,NA,16.7,1.5,NA,"VR2WAR",69,552896,NA,"code map not available (receiver currently deployed)","DFO",NA,"No","WLONA","No","2025"
"491","WLN-030","WLN","30",7,NA,NA,43.65163,-79.2506,NA,NA,2025-07-29 18:15:00,NA,20,1.5,NA,"VR2WAR",69,552901,NA,"code map not available (receiver currently deployed)","DFO",NA,"No","WLONA","No","2025"
"492","WLN-054","WLN","54",3,NA,NA,43.63216,-79.3182,NA,NA,2025-07-29 18:50:00,NA,11,1.5,NA,"VR2WAR",69,548250,NA,"code map not available (receiver currently deployed)","DFO",NA,"No","WLONA","No","2025"
"493","WLN-002","WLN","2",11,NA,NA,43.6192,-79.45171,NA,NA,2025-07-30 16:25:00,NA,17.4,1.5,NA,"VR2WAR",69,548283,NA,"code map not available (receiver currently deployed)","DFO","Estimated time","No","WLONA","No","2025"
"494","WLN-047","WLN","47",3,NA,NA,43.55763,-79.50498,NA,NA,2025-07-30 16:52:00,NA,29.9,1.5,NA,"VR2WAR",69,549118,NA,"code map not available (receiver currently deployed)","DFO",NA,"No","WLONA","No","2025"
"495","WLN-004","WLN","4",11,NA,NA,43.56569,-79.51855,NA,NA,2025-07-30 17:12:00,NA,18.2,1.5,NA,"VR2WAR",69,547990,NA,"code map not available (receiver currently deployed)","DFO",NA,"No","WLONA","No","2025"
"496","WLN-046","WLN","46",3,NA,NA,43.57477,-79.53271,NA,NA,2025-07-30 17:30:00,NA,5.9,1.5,NA,"VR2WAR",69,548259,NA,"code map not available (receiver currently deployed)","DFO",NA,"No","WLONA","No","2025"
"497","HAM-022","HAM","22",14,NA,NA,43.30235,-79.79037,NA,NA,2025-07-30 19:03:00,NA,6.6,1.5,NA,"VR2AR",69,552917,NA,"code map not available (receiver currently deployed)",NA,NA,"No","HAMLO","No","2025"
"498","HAM-011","HAM","11",11,NA,NA,43.2773,-79.8669,NA,NA,2025-08-01 13:14:00,2025-11-19 17:18:00,12,3.2,NA,"VR2W",69,119711,"Generation-2","error 1 initialization occurred between deploy and recover",NA,NA,"No","HAMLO","No","2025"
"499","HAM-057","HAM","57",9,NA,NA,43.275,-79.8607,NA,NA,2025-08-01 13:40:00,2025-11-19 17:27:00,2,1,1,"VR2W",69,121990,"Generation-2",NA,NA,NA,"No","HAMLO","No","2025"
"500","HAM-053","HAM","53",11,NA,NA,43.2759,-79.86333,NA,NA,2025-08-01 14:25:00,2025-11-19 17:35:00,7.2,NA,5.7,"VR2W",69,133111,"Generation-2",NA,NA,NA,"No","HAMLO","No","2025"
"501","HAM-052","HAM","52",12,NA,NA,43.27438,-79.86617,NA,NA,2025-08-01 14:40:00,2025-11-19 17:43:00,2.8,NA,0.3,"VR2W",69,127837,"Generation-2",NA,NA,NA,"No","HAMLO","No","2025"
"502","HAM-036","HAM","36",14,NA,NA,43.27139,-79.8695,NA,NA,2025-08-01 15:30:00,2025-11-19 18:30:00,2.7,0.5,NA,"VR2W",69,131493,"Generation-2",NA,NA,NA,"No","HAMLO","No","2025"
"503","HAM-043","HAM","43",10,NA,NA,43.27957,-79.8915,NA,NA,2025-08-01 16:00:00,NA,1,NA,0.3,"VR2W",69,121999,NA,"code map not available (receiver currently deployed)",NA,NA,"No","HAMLO","No","2025"
"504","HAM-063","HAM","63",8,NA,NA,43.2822,-79.88451,NA,NA,2025-08-01 16:00:00,2025-11-19 17:05:00,1.5,NA,NA,"VR2W",69,127827,"Generation-2",NA,NA,NA,"No","HAMLO","No","2025"
"505","HAM-058","HAM","58",9,NA,NA,43.31292,-79.8061,NA,NA,2025-08-01 16:30:00,NA,1.2,NA,0.3,"VR2W",69,124717,NA,"code map not available (receiver currently deployed)",NA,NA,"No","HAMLO","No","2025"
"506","HAM-034","HAM","34",14,NA,NA,43.27142,-79.80812,NA,NA,2025-08-06 15:50:00,NA,1.2,0.3,NA,"VR2W",69,121993,NA,"code map not available (receiver currently deployed)",NA,NA,"No","HAMLO","No","2025"
"507","HAM-041","HAM","41",12,NA,NA,43.2767,-79.83893,NA,NA,2025-08-06 17:05:00,2025-11-19 17:55:00,NA,NA,NA,"VR2W",69,133001,"Generation-2",NA,NA,NA,"No","HAMLO","No","2025"
"508","HAM-046","HAM","46",11,NA,NA,43.30771,-79.82588,NA,NA,2025-08-07 14:20:00,2025-11-25 16:15:00,1.9,0.9,1,"VR2W",69,121988,"Generation-2",NA,NA,NA,"No","HAMLO","No","2025"
"509","WLN-006","WLN","6",11,NA,NA,43.49017,-79.59021,NA,NA,2025-08-22 14:30:00,NA,17.5,1.5,NA,"VR2WAR",69,548275,NA,"code map not available (receiver currently deployed)","DFO","new coordinates","No","WLONA","No","2025"
"510","WLN-044","WLN","44",3,NA,NA,43.40945,-79.65889,NA,NA,2025-08-22 14:45:00,NA,32.4,1.5,NA,"VR2WAR",69,549098,NA,"code map not available (receiver currently deployed)","DFO","replaced with new receiver; new coordinates","No","WLONA","No","2025"
"511","WLN-045","WLN","45",3,NA,NA,43.40183,-79.64084,NA,NA,2025-08-22 14:55:00,NA,49.9,1.5,NA,"VR2WAR",69,547992,NA,"code map not available (receiver currently deployed)","DFO","replaced with new receiver; new coordinates","No","WLONA","No","2025"
"512","HAM-035","HAM","35",10,NA,NA,43.26228,-79.77238,NA,NA,2025-08-28 14:10:00,NA,2,NA,NA,"VR2W",69,137956,NA,"code map not available (receiver currently deployed)",NA,NA,"No","HAMLO","No","2025"
"513","HAM-033","HAM","33",12,NA,NA,43.29215,-79.88395,NA,NA,2025-08-28 15:25:00,NA,0.7,NA,NA,"VR2W-Tx",69,487630,NA,"code map not available (receiver currently deployed)",NA,NA,"No","HAMLO","No","2025"
"514","WLN-009","WLN","9",10,NA,NA,43.22352,-79.45905,NA,NA,2025-09-23 16:56:00,NA,19.3,1.5,NA,"VR2WAR",69,547606,NA,"code map not available (receiver currently deployed)","DFO",NA,"No","WLONA","No","2025"
"515","HAM-032","HAM","32",13,NA,NA,43.27973,-79.89346,NA,NA,2025-10-02 17:05:00,NA,1.85,NA,NA,"VR2W",69,131523,NA,"code map not available (receiver currently deployed)",NA,NA,"No","HAMLO","No","2025"
"516","HAM-013","HAM","13",13,NA,NA,43.29691,-79.80157,NA,NA,2025-10-21 15:53:00,NA,11.2,1.5,NA,"VR2AR",69,552890,NA,"code map not available (receiver currently deployed)",NA,NA,"No","HAMLO","No","2025"
